ID;Name;Categories;Price;Long desc;Short desc;Image URLs
58;Chef Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Did you hear about the Italian chef that died? He pasta way. We cannoli do so much. His legacy will become a pizza history.
Have your own crocheted Chef sitting safe and sound on your dresser, hanging on your back pack, or as a mini finger puppet! This little cook measures about 2 inches tall when finished and includes a full unique video tutorial to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– White (Hot/Shirt)
– Brown (Hair/Mustache)
– Sand (Skin Tone)
– Black (Pants)
– Grey (Shoes)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase – InvDec : Invisible Decrease
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook
For color changes in Bobble Stitches: [Blue/Red/Green] = [Step 3/Step 1/Step 2]";http://localhost:8080/img/p/ChefAmigurumiPattern_1.jpg|http://localhost:8080/img/p/ChefAmigurumiPattern_2.jpg|http://localhost:8080/img/p/ChefAmigurumiPattern_3.jpg|http://localhost:8080/img/p/ChefAmigurumiPattern_4.jpg|http://localhost:8080/img/p/ChefAmigurumiPattern_5.jpg
59;Duck Birb Crochet Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting a duck birb! I call these guys ‘Birbs’ because they’re secret agents disguised as different kind of birds! We’ll be learning how to make all the pieces of the duck, including how to make it magnetic!
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– White
– Green
– Yellow
– Black
– Grey
– Brown
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Pipe Cleaner (optional)
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/DuckBirbCrochetPattern_1.jpg|http://localhost:8080/img/p/DuckBirbCrochetPattern_2.jpg|http://localhost:8080/img/p/DuckBirbCrochetPattern_3.jpg|http://localhost:8080/img/p/DuckBirbCrochetPattern_4.jpg|http://localhost:8080/img/p/DuckBirbCrochetPattern_5.jpg|http://localhost:8080/img/p/DuckBirbCrochetPattern_6.jpg|http://localhost:8080/img/p/DuckBirbCrochetPattern_7.jpg
60;Sunny the Cool Sun Crochet Kit;Crochet Kits;24.99;"In this beginner friendly amigurumi kit we’ll be learning how to crochet by making a giant plushy sun! This adorable ball of burning gas is made all in one piece with no sewing and includes bonus sunglasses for a bonus challenge.
This pattern is achievable for BEGINNERS. Visit Crocheting101.com for a free series for complete beginners.
*Includes full-length video tutorial for the more difficult parts of the pattern!*";"Description
Pattern included in the kit with…
• Full length video tutorial
• Printable PDF version
• Interactive checkmarks included for keeping track of progress
• Left handed video version available
• Designed for beginners
Kit includes:
• The Yarn – High Quality 100% Cotton
– Yellow
– Red
– Black
• Stuffing
• Interactive printer friendly PDF
• Full video tutorial
• Additional Crocheting 101 video series and eBook for beginners
Not included in the kit:
• Scissors
• Crochet Hook (Size G6/4.00mm)
• Darning Needle
Abbreviations (Stitches used)
-Sc : Single Crochet
-Dec/Inc : Decrease/Increase
-InvDec : Invisible Decrease
-FLO/BLO :Front/Back loops only
-St : Stitch or stitches";http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_1.jpg|http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_2.jpg|http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_3.jpg|http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_4.jpg|http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_5.jpg|http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_6.jpg|http://localhost:8080/img/p/SunnytheCoolSunCrochetKit_7.jpg
61;Super Mario Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Why did Mario cross the road? Because he couldn’t find the warp zone! This little crocheted Mario amigurumi measures about 2.5″ inches tall when finished and includes a full length unique video tutorial to help you get through the tough parts!
*Includes instructions for making Luigi too!*
Pattern can be downloaded immediately after purchase
Purchase on Etsy || Purchase on Ravelry";"Description
The Materials:
•The Yarn (Worsted Weight)
– Red / Green (Main clothing color)
– Blue (Overalls)
– Tan (Skin tone)
– Brown (Hair and shoes)
– White (Hat and gloves)
– Black (Mustache)
– Yellow (Buttons)
•Size G6/4.00mm Hook
•Plastic Saftey Bead Eyes (6mm+)
•Stuffing
•Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2.5” tall
Worked in the Round
Unless otherwise stated
The Abbreviations:
ch
Chain Stitch
st
Stitch
sl.st
Slip Stitch
sc
Single Crochet
hdc
Half-Double Crochet
inc
Increase
dec
Decrease (Sharp)
invdec
Invisible Decrease
BLO
Back Loops Only
FLO
Front Loops Only
bo
Bobble Stitch";http://localhost:8080/img/p/SuperMarioAmigurumiPattern_1.jpg|http://localhost:8080/img/p/SuperMarioAmigurumiPattern_2.jpg|http://localhost:8080/img/p/SuperMarioAmigurumiPattern_3.jpg|http://localhost:8080/img/p/SuperMarioAmigurumiPattern_4.jpg|http://localhost:8080/img/p/SuperMarioAmigurumiPattern_5.jpg
62;Ogre Amigurumi Pattern;Crochet Patterns;2.99;"**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Why is orcs always angry? Cos they not as strong as Borg. This crocheted Ogre amigurumi measures about 4″ inches tall when finished and includes a full length unique video tutorial to help you get through the tough parts!
Pattern can be downloaded immediately after purchase

*Includes full length video tutorial for the more difficult parts of the pattern!*";"Description
Materials:
• The Yarn (Worsted Weight)
– Blue (Main Body)
– White (Teeth)
– Brown (Loin Cloth / Pants)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 4″ tall
Worked in the Round";http://localhost:8080/img/p/OgreAmigurumiPattern_1.jpg|http://localhost:8080/img/p/OgreAmigurumiPattern_2.jpg|http://localhost:8080/img/p/OgreAmigurumiPattern_3.jpg|http://localhost:8080/img/p/OgreAmigurumiPattern_4.jpg|http://localhost:8080/img/p/OgreAmigurumiPattern_5.jpg|http://localhost:8080/img/p/OgreAmigurumiPattern_6.jpg
63;Carnivorous Alien Plant Amigurumi Pattern;Crochet Patterns;3.99;"Feed me!!! In this lesson we’ll be crocheting a deadly, charismatic, and extremely hungry little plant! It’s totally safe though… probably. This tutorial will teach you how to crochet a carnivorous alien plant perfect for a little pot!
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase including…
• Includes full length video tutorial
• Printable PDF version
• Interactive checkmarks included for keeping track of progress
• Left handed video version available";"Description
The Materials:
Feed me!!! In this lesson we’ll be crocheting a deadly, charismatic, and extremely hungry little plant! It’s totally safe though… probably. This tutorial will teach you how to crochet a carnivorous alien plant perfect for a little pot!
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase including…
• Includes full length video tutorial
• Printable PDF version
• Interactive checkmarks included for keeping track of progress
• Left handed video version available• Worsted Weight yarn
– Green
– Sage Green
– Orange
– Purple
– Pink
– White
– Brown
• Size US-G/4.00mm
• Needle to sew in ends
• Scissors
• A small amount of stuffing
• Pipe Cleaner
• Mini pot (2″ x 2.5″) *optional
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1”
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_1.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_2.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_3.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_4.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_5.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_6.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_7.jpg|http://localhost:8080/img/p/CarnivorousAlienPlantAmigurumiPattern_8.jpg
64;Flat Cactus Amigurumi Pattern;Crochet Patterns;3.99;"Pattern can be downloaded and accessed immediately after purchase
In this amigurumi crochet pattern we’ll be crocheting a flat cactus! This flat cactus amigurumi pattern is designed with a full video tutorial and PDF to teach you how to sew together pieces, as well as a new technique for adding secure spikes on your cactus.
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Yellow (Flower)
– Green (Body)
– Brown (Dirt Filler)
– White (Spikes and Flower)
– Beige (Pot)
• 8mm Safety Eyes x 2
• Black Thread (Mouth)
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/FlatCactusAmigurumiPattern_1.jpg|http://localhost:8080/img/p/FlatCactusAmigurumiPattern_2.jpg|http://localhost:8080/img/p/FlatCactusAmigurumiPattern_3.jpg|http://localhost:8080/img/p/FlatCactusAmigurumiPattern_4.jpg|http://localhost:8080/img/p/FlatCactusAmigurumiPattern_5.jpg|http://localhost:8080/img/p/FlatCactusAmigurumiPattern_6.jpg|http://localhost:8080/img/p/FlatCactusAmigurumiPattern_7.jpg
65;Bulbasaur Mini Pokemon Amigurumi Pattern;Crochet Patterns;3.99;"**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Have your own crocheted Bulbasaur sitting safe and sound on your dresser or hanging on your back pack! This miniature crocheted Bulbasaur Pokemon miniature amigurumi measures about 2 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– Olive Green (Main color)
– Lime Green (Bulb)
– Dark Green (Spots)
• Size G6/4.00mm Hook
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– BLO : Back Loops Only
– FLO: Front Loops Only";http://localhost:8080/img/p/BulbasaurMiniPokemonAmigurumiPattern_1.jpg|http://localhost:8080/img/p/BulbasaurMiniPokemonAmigurumiPattern_2.jpg|http://localhost:8080/img/p/BulbasaurMiniPokemonAmigurumiPattern_3.jpg|http://localhost:8080/img/p/BulbasaurMiniPokemonAmigurumiPattern_4.jpg|http://localhost:8080/img/p/BulbasaurMiniPokemonAmigurumiPattern_5.jpg
66;Turkey Birb Amigurumi Pattern;Crochet Patterns;3.99;"*Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting a Turkey! I call these guys ‘Birbs’ because they’re secret agents disguised as different kind of birds! We’ll be learning how to make all the pieces of the turkey, including the stelar wings and tail, and googly eyes. We’ll also be learning how to customize your turkey to make it into a Birb version, or just as a classic normal turkey.
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Brown
– Pink
– Yellow
– Orange
– Maroon
– White
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Mini Magnets (optional)
•Safety Bead Eyes x 2 (6mm)
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_1.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_2.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_3.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_4.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_5.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_6.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_7.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_8.jpg|http://localhost:8080/img/p/TurkeyBirbAmigurumiPattern_9.jpg
67;Crocheted Mini Ankylosaurus Dinosaur Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this amigurumi crochet pattern we’ll be crocheting an Ankylosaurus! This mini dinosaur pattern uses variations of Bobble Stitches, and a unique stitch called the Bean Stitch, to create bumps and spikes along the back of this armored dino!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight Cotton)
– Color A
– Color B
• Size G6/4.00mm Hook
• Size 6mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/CrochetedMiniAnkylosaurusDinosaurAmigurumiPattern_1.jpg|http://localhost:8080/img/p/CrochetedMiniAnkylosaurusDinosaurAmigurumiPattern_2.jpg|http://localhost:8080/img/p/CrochetedMiniAnkylosaurusDinosaurAmigurumiPattern_3.jpg|http://localhost:8080/img/p/CrochetedMiniAnkylosaurusDinosaurAmigurumiPattern_4.jpg|http://localhost:8080/img/p/CrochetedMiniAnkylosaurusDinosaurAmigurumiPattern_5.jpg|http://localhost:8080/img/p/CrochetedMiniAnkylosaurusDinosaurAmigurumiPattern_6.jpg
68;Hobgoblin Amigurumi Pattern;Crochet Patterns;2.99;"When a goblin lives past their low life expectancy and gets access to a bit too much food they become Hobgoblins!
This crocheted Hobgoblin amigurumi measures about 4″ inches tall when finished and includes a full length unique video tutorial to help you get through the tough parts!
Pattern can be downloaded immediately after purchase";"Description
Materials:
• The Yarn (Worsted Weight)
– Green (Main Body)
– White (Teeth)
– Brown (Loin Cloth / Pants)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 4″ tall
Worked in the Round";http://localhost:8080/img/p/HobgoblinAmigurumiPattern_1.jpg|http://localhost:8080/img/p/HobgoblinAmigurumiPattern_2.jpg|http://localhost:8080/img/p/HobgoblinAmigurumiPattern_3.jpg|http://localhost:8080/img/p/HobgoblinAmigurumiPattern_4.jpg|http://localhost:8080/img/p/HobgoblinAmigurumiPattern_5.jpg
69;Macaw Parrot Birb Crochet Pattern;Crochet Patterns;4.99;"Pattern can be downloaded and accessed immediately after purchase
In this we’ll be crocheting macaw parrot secret agents! With a removable head, a magnetic butt, and some incredibly colorful wings, this amigurumi crochet pattern may be the most beautiful birb yet!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials Needed:
• The Yarn (Worsted Weight)
– Red
– White
– Blue
– Yellow
– Black
• Size G6/4.00mm Hook
• 6mm/16mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3 – 5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_1.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_2.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_3.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_4.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_5.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_6.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_7.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_8.jpg|http://localhost:8080/img/p/MacawParrotBirbCrochetPattern_9.jpg
